"wildfire","datetime","city","state","population","latitude","longitude","computed_daynight_sza","brightness"
0,2020-03-19 10:21:30.877423,"Conneaut","Ohio",12378,41.9474766361707,-80.5917271194197,"D",0
0,2020-04-12 02:10:26.303336,"Fort Greely","Alaska",85,63.7869645002002,-146.888253019116,"D",0
0,2020-12-16 06:49:32.666808,"Big Clifty","Kentucky",302,37.6107306511182,-86.2121316383545,"D",0
0,2020-01-17 05:05:50.355544,"Ismay","Montana",1,46.558433117043,-104.968941924427,"N",0
0,2020-01-25 01:21:30.959484,"Viroqua","Wisconsin",4469,43.5440453857047,-90.9977497675534,"N",0
0,2020-11-27 02:44:57.815729,"Scammon Bay","Alaska",491,62.0382433633773,-165.544744457915,"D",0
0,2020-02-22 00:24:28.009051,"Osborne","Kansas",1496,39.3622090383861,-98.7272693798549,"D",0
0,2020-04-08 12:46:05.796743,"Perryville","Alaska",95,56.0719679594107,-159.323292833366,"D",0
0,2020-02-26 09:05:14.831055,"Chevak","Alaska",464,61.6666197195367,-164.978421238128,"N",0
0,2020-03-17 07:34:33.992284,"Goodnews Bay","Alaska",113,58.9978670272546,-161.249543905781,"D",0
0,2020-03-17 02:44:04.738271,"Silver City","California",0,36.4288773035655,-118.597172370037,"D",0
0,2020-09-01 00:39:14.870413,"McCarthy","Alaska",2,61.8124531583491,-143.047762783439,"N",0
0,2020-09-10 01:02:40.931212,"Allegan","Michigan",5182,42.4749731733882,-85.9005839321981,"D",0
0,2020-04-06 11:20:03.76417,"Rural Retreat","Virginia",1614,36.9971153703821,-81.2882095137011,"D",0
0,2020-05-14 01:09:30.484751,"Edgar","Wisconsin",1366,44.9266723655035,-89.8403296348452,"D",0
0,2020-03-26 11:04:06.390568,"Brazos","New Mexico",0,36.8152470561885,-106.598862228901,"N",0
0,2020-11-27 13:19:53.990886,"Haswell","Colorado",50,38.7488650885673,-103.310749601119,"D",0
0,2020-11-02 09:41:19.664584,"Garden Ridge","Texas",4243,29.6738493979154,-98.3806658064425,"N",0
0,2020-02-26 10:27:11.598938,"Ozona","Texas",2485,30.7174403646346,-101.4272006102,"N",0
0,2020-04-10 11:56:45.348934,"Mattawamkeag","Maine",428,45.6870950902863,-68.4871287866501,"N",0
0,2020-11-27 10:16:26.050664,"Turkey Creek","Louisiana",401,30.9078046883895,-92.3208551392056,"D",0
0,2020-01-18 02:19:13.57111,"Saulsbury","Tennessee",247,34.9404892995714,-89.1115699665882,"N",0
0,2020-03-21 08:56:17.5424,"Venetie","Alaska",102,67.4507552502973,-147.782950243919,"D",0
0,2020-03-15 12:36:45.84884,"Shepherd","Montana",613,46.0333800412293,-108.435850324041,"N",0
0,2020-04-24 13:05:48.774554,"Challis","Idaho",794,44.7907724558299,-114.666170626721,"N",0
0,2020-12-25 04:46:23.154508,"Brockway","Montana",2,47.3997071243149,-105.874332236404,"N",0
0,2020-02-04 11:21:37.548836,"Amarillo","Texas",205100,35.2825364913479,-101.787820062711,"N",0
0,2020-12-18 10:46:11.252932,"Methow","Washington",91,48.1148515891473,-120.135214214667,"D",0
0,2020-05-10 08:57:09.318234,"Ivanof Bay","Alaska",0,55.6199780049944,-159.643356051113,"D",0
0,2020-02-02 13:30:26.145692,"Fairfield","Idaho",519,43.3039216284028,-114.819983026516,"N",0
0,2020-01-25 10:18:09.382371,"Wetherington","Ohio",1317,39.343260643443,-84.3575937776946,"N",0
0,2020-02-18 13:04:04.874947,"Tonopah","Nevada",1938,38.3891419720975,-116.914327704255,"N",0
0,2020-08-25 23:09:21.778891,"Audubon","Minnesota",376,46.8148606923837,-96.0246400254812,"D",0
0,2020-01-25 06:33:34.210535,"Fulshear","Texas",26986,29.6743104879191,-95.8242322918985,"D",0
0,2020-02-10 05:39:45.918752,"Chuathbaluk","Alaska",89,61.5943430375327,-158.776371074957,"N",0
0,2020-11-07 12:28:37.342053,"Empire","Nevada",0,40.3120608122168,-119.411064626711,"D",0
0,2020-02-01 10:58:53.197782,NA,NA,NA,69.5220640351334,-144.681112000645,"D",0
0,2020-12-07 11:31:31.421135,"Baker","California",482,34.8833381830095,-115.828378448086,"D",0
0,2020-05-15 13:24:26.225819,"Carey","Idaho",1197,43.4136808200566,-113.684112300904,"D",0
0,2020-09-16 00:54:05.233866,"Owyhee","Nevada",760,42.2671202464164,-116.187130242684,"D",0
0,2020-04-14 09:28:41.11188,"Wyola","Montana",264,45.1284687096144,-107.13039256481,"D",0
0,2020-11-28 11:22:46.036757,"Point Lay","Alaska",288,69.9354956580315,-161.298065620265,"D",0
0,2020-02-21 11:42:10.968601,"Pinon","New Mexico",0,32.6961436609453,-105.154922963486,"N",0
0,2020-09-28 13:19:18.64203,"Deseret","Utah",505,39.1290909728548,-112.901220915265,"N",0
0,2020-08-20 00:45:54.986382,"Sabina","Ohio",2842,39.4580670266593,-83.6860357153775,"D",0
0,2020-01-07 00:51:18.658067,"Lake Minchumina","Alaska",14,63.1708466788002,-151.568627958657,"D",0
0,2020-12-06 13:12:12.776927,"Garden Ridge","Texas",4243,29.6573081956568,-98.26095889713,"N",0
0,2020-12-09 13:51:08.436951,NA,NA,NA,67.5661289069644,-143.289006478234,"D",0
0,2020-11-07 01:06:21.339713,"Olla","Louisiana",1315,31.8553031835867,-92.2132051940162,"D",0
0,2020-03-12 11:01:43.253685,"Toast","North Carolina",1066,36.4897426227595,-80.7412280806413,"D",0
0,2020-04-23 00:42:10.671275,"Zionsville","Indiana",31442,39.9400853450231,-86.2460964967983,"N",0
0,2020-02-13 00:53:04.842116,"Three Lakes","Michigan",222,46.4566701998408,-88.2422311488655,"D",0
0,2020-01-24 04:35:21.307664,"Talkeetna","Alaska",997,62.2317546062282,-149.882518857635,"D",0
0,2020-01-25 03:37:07.404843,"Jamestown","Tennessee",2156,36.5001235418087,-84.9542882216334,"N",0
0,2020-01-28 00:41:01.03831,"Fruitland","North Carolina",2417,35.4090028764561,-82.392576636807,"N",0
0,2020-02-10 12:01:32.702864,"Glendive","Montana",4831,47.2058073813316,-104.5768682932,"N",0
0,2020-11-27 08:04:43.345748,"Presidential Lakes Estates","New Jersey",1927,39.8238790485006,-74.4412003178499,"N",0
0,2020-03-01 12:06:59.605231,"Dyer","Nevada",303,37.7950272177707,-118.159018120238,"N",0
0,2020-12-15 10:59:59.072024,"Denison","Iowa",8247,42.0601869174051,-95.4403279860697,"N",0
0,2020-05-15 13:08:43.523714,"Anatone","Washington",10,46.0246078321925,-116.810501329915,"D",0
0,2020-06-04 12:14:41.21217,"Custer","South Dakota",2148,43.7494273971464,-103.471707631482,"N",0
0,2020-03-01 12:35:54.551172,"Walkerton","Indiana",2052,41.4731957617997,-86.4919260847453,"D",0
0,2020-02-05 09:43:10.169994,"Snowville","Virginia",124,36.9849168207769,-80.5743396103728,"D",0
0,2020-11-30 14:09:17.655442,"Rankin","Texas",1189,31.1478496249525,-102.018905374723,"N",0
0,2020-02-12 05:07:09.006779,"Twin Lakes","Washington",101,48.2565390263866,-118.489121933503,"D",0
0,2020-04-12 01:48:58.508866,"Hinckley","Minnesota",1665,46.0386207140614,-92.7793589085085,"D",0
0,2020-02-05 11:54:17.263485,"Prospect","Pennsylvania",1104,40.9221169479158,-80.0750904047155,"D",0
0,2020-01-11 04:11:59.745719,"Offerle","Kansas",186,37.7769360365,-99.5042322781331,"N",0
0,2020-01-27 10:26:43.991572,"Brownville Junction","Maine",559,45.612176421323,-69.6308221877382,"D",0
0,2020-03-31 14:10:12.516097,"Rising Star","Texas",734,32.0466444417271,-99.0482461933122,"N",0
0,2020-08-02 00:19:11.880012,"Chisana","Alaska",0,62.3242351703954,-141.818763774058,"D",0
0,2020-07-01 12:21:33.607488,"Bagley","Minnesota",1218,47.5234887459888,-95.4226536481921,"D",0
0,2020-01-07 12:02:33.560794,"Big Bend","California",132,40.9750581394838,-122.004090612452,"D",0
0,2020-12-04 12:31:42.067057,"Grapeview","Washington",874,47.3081112554391,-122.81641431667,"D",0
0,2020-03-31 05:04:45.98461,"Throckmorton","Texas",499,33.0849567018135,-99.2460011019061,"N",0
0,2020-11-20 00:47:12.7484,"Belfast","Maine",6985,44.4409790706316,-69.0066543646023,"D",0
0,2020-10-23 00:26:43.581226,"Ricardo","Texas",1070,27.4057001254314,-97.8773048587307,"N",0
0,2020-01-01 13:59:48.871236,"North Adams","Massachusetts",12660,42.5365642087145,-73.0134824773221,"N",0
0,2020-02-18 12:36:36.654598,"Marblemount","Washington",318,48.8969853388456,-120.87314274041,"D",0
0,2020-02-07 13:35:59.489177,"Red Mesa","Arizona",470,37.0439152236032,-109.302046691761,"N",0
0,2020-05-05 11:12:35.358341,"Ruby","Alaska",180,64.2504131127437,-155.489426532693,"D",0
0,2020-08-06 00:58:50.315233,"Worland","Wyoming",4788,43.9096805355225,-107.830557653833,"D",0
0,2020-05-12 12:40:21.106928,"Presque Isle","Maine",8736,46.6758419555689,-68.9159949516957,"D",0
0,2020-11-07 13:49:58.071763,"St. Joseph","Tennessee",788,35.0465264175673,-87.5065393120013,"D",0
0,2020-01-27 02:19:13.59868,"Fortine","Montana",378,48.822701020183,-114.689434416963,"N",0
0,2020-08-14 13:45:16.533446,"Forest City","Missouri",180,40.0470895606116,-95.210523933953,"D",0
0,2020-06-27 12:08:40.12915,"Ruby","Alaska",180,64.7410682249061,-156.025789905111,"N",0
0,2020-03-10 00:41:06.88638,"Kobuk","Alaska",125,66.5502411216527,-155.762893318346,"D",0
0,2020-03-15 12:24:08.826469,"McCarthy","Alaska",2,61.1956982933193,-143.222064651387,"N",0
0,2020-05-26 13:03:07.761132,"Royal Pines","North Carolina",4528,35.5129446136623,-82.4444115757443,"D",0
0,2020-02-07 04:45:27.577013,"Shishmaref","Alaska",462,65.8356622080667,-165.430347054856,"D",0
0,2020-06-04 12:28:22.0923,"Flat","Alaska",0,62.4438938554115,-157.187372570445,"N",0
0,2020-12-08 13:21:00.350452,"Gilt Edge","Tennessee",503,35.4967366685035,-89.8354954268089,"D",0
0,2020-05-11 10:49:46.230256,"Fruitdale","South Dakota",121,44.7896512829567,-103.731978143122,"N",0
0,2020-06-04 12:10:39.900621,"Nuiqsut","Alaska",529,70.423693646766,-150.379382761348,"D",0
0,2020-02-25 11:59:40.678287,"McKinney Acres","Texas",605,32.3188740197974,-102.451537071224,"D",0
0,2020-02-13 00:29:04.021528,NA,NA,NA,68.395387556451,-156.909154047367,"N",0
0,2020-03-07 13:32:26.111393,"Levant","Kansas",57,39.433405665237,-101.200434376093,"N",0
0,2020-04-17 12:23:22.591013,"Shaktoolik","Alaska",293,64.4315063576362,-161.342359709161,"D",0
0,2020-02-01 01:39:47.250353,"Hartville","Wyoming",79,42.4007070480597,-104.595714011515,"N",0
0,2020-02-29 09:08:38.374744,"Hawthorn","Pennsylvania",485,41.0643240827583,-79.2437403229752,"N",0
0,2020-01-10 00:54:39.663338,"Wilmore","Pennsylvania",388,40.4268615427206,-78.7411170222809,"D",0
0,2020-03-12 11:29:25.799538,"Green Bluff","Washington",238,47.7766765674907,-117.257119739376,"D",0
0,2020-12-07 12:25:52.69923,"Lisco","Nebraska",16,41.49890109042,-102.552633812344,"N",0
0,2020-03-15 23:58:19.492714,"Thompson","Iowa",448,43.3892449755756,-93.8397360027567,"N",0
0,2020-01-09 10:19:41.536373,"Teller","Alaska",309,65.5629470526775,-164.949065678967,"D",0
0,2020-11-10 00:23:41.929807,"Newberry","Michigan",1453,46.4100798771509,-85.3758887478271,"N",0
0,2020-12-02 13:00:36.517991,"Healy","Alaska",723,63.6780289481469,-149.840994477941,"N",0
0,2020-03-03 07:47:17.578194,"Loma","Montana",90,47.9390849837896,-110.334752760465,"D",0
0,2020-02-11 02:33:24.002288,"Petros","Tennessee",269,36.0957258248065,-84.425929257798,"D",0
0,2020-03-20 00:33:56.270572,"Mowrystown","Ohio",522,39.1141143561875,-83.7036840600026,"N",0
0,2020-09-21 13:13:04.181498,"Klukwan","Alaska",89,59.2970462370267,-135.795349371674,"D",0
0,2020-01-22 23:54:53.59508,"Bucklin","Kansas",627,37.5677162693992,-99.6353411704165,"N",0
0,2020-01-30 09:40:20.457779,"Hayden Lake","Idaho",901,47.7913533204224,-116.417016643377,"D",0
0,2020-03-03 09:04:42.661808,"Bonners Ferry","Idaho",2615,48.7922166075793,-116.633938293058,"D",0
0,2020-11-27 04:53:29.374115,"Upper Kalskag","Alaska",232,61.5929814525242,-160.341739784704,"N",0
0,2020-01-31 03:33:32.05749,"Counce","Tennessee",352,35.0285611304175,-88.2536284701357,"N",0
0,2020-10-05 00:56:48.142395,"Green River","Utah",804,38.9930626540992,-110.239526223243,"D",0
0,2020-02-26 08:38:08.514676,"Metaline Falls","Washington",288,48.858203575337,-117.237155652214,"N",0
0,2020-12-04 02:13:29.891274,"Jordan Valley","Oregon",163,42.7374948333497,-117.000055721208,"D",0
0,2020-12-16 02:36:53.192304,"Plentywood","Montana",1677,48.8973151988926,-104.48229368628,"D",0
0,2020-02-08 12:05:05.729251,"Beach City","Ohio",650,40.6178010673512,-81.5757845826342,"N",0
0,2020-01-31 13:59:46.613567,"Golden Meadow","Louisiana",1791,29.3762347244912,-90.1693592555895,"N",0
0,2020-01-27 02:11:59.838282,"Strasburg","Illinois",513,39.3170166542585,-88.5471751776698,"D",0
0,2020-03-07 23:22:17.436968,"Sunland Park","New Mexico",17085,31.8029622029288,-106.527595320073,"D",0
0,2020-02-10 03:14:06.286492,"Malone","Washington",338,47.0035111488491,-123.346584680721,"D",0
0,2020-03-19 09:20:44.981225,"Draper","South Dakota",20,43.782767603625,-100.469392182968,"D",0
0,2020-04-10 08:25:24.760692,"Williamsburg","Ohio",2598,39.1064183051658,-84.0541945291135,"N",0
0,2020-09-05 01:10:38.292113,"Newhall","Iowa",1012,42.0218973430683,-91.9268919083447,"N",0
0,2020-01-28 03:10:09.961268,"Eagletown","Oklahoma",433,34.0500745581677,-94.5812341220845,"N",0
0,2020-05-10 09:14:29.032041,"Sholes","Nebraska",17,42.302474379453,-97.3782074878382,"D",0
0,2020-02-11 14:30:05.423119,"Jesup","Iowa",2596,42.4781906318649,-92.0199268848789,"N",0
0,2020-04-01 00:46:47.218648,"Rockford","Ohio",893,40.5898970467082,-84.7351033284647,"N",0
0,2020-02-24 05:24:21.750332,"La Junta","Colorado",7211,37.7309127775173,-103.625500774304,"D",0
0,2020-12-16 11:04:59.022041,"Helena Valley Northwest","Montana",5070,46.7229539809574,-112.126242119789,"N",0
0,2020-05-10 11:08:33.238859,"Longview","Illinois",90,39.8800801323222,-88.0415576983426,"N",0
0,2020-08-29 23:13:20.798906,"Orrin","North Dakota",0,48.103445715562,-100.351978220231,"N",0
0,2020-02-25 11:07:47.967525,"Hayesville","Ohio",582,40.7925397337422,-82.2452065609431,"N",0
0,2020-01-07 09:50:12.992987,"Gambell","Alaska",464,63.4922676444632,-171.163001592489,"D",0
0,2020-02-29 13:16:46.187053,"Raymer","Colorado",83,40.75001894477,-103.7377776649,"D",0
0,2020-12-06 08:57:15.882055,"Caulksville","Arkansas",169,35.239337782813,-93.8226282201588,"D",0
0,2020-05-19 00:25:54.297263,"Escanaba","Michigan",12374,45.6617392020531,-87.2043839320831,"N",0
0,2020-08-12 14:01:45.050112,"South Wenatchee","Washington",1083,47.2687558147725,-120.477250078001,"N",0
0,2020-08-19 00:10:25.278684,"Sammamish","Washington",66375,47.6201168601575,-122.03615640142,"N",0
0,2020-05-19 00:05:32.163197,"Hughes","Alaska",32,66.2340310807843,-154.890308053202,"N",0
0,2020-01-22 12:36:58.961468,"Ten Sleep","Wyoming",214,43.9731822285674,-107.373616530539,"N",0
0,2020-09-27 13:41:32.638361,"Wishek","North Dakota",922,46.3124630861797,-99.763045898473,"N",0
0,2020-01-17 01:55:02.599511,"Nikolai","Alaska",89,63.1304026772886,-153.886960618918,"D",0
0,2020-03-07 12:53:30.958433,"Funny River","Alaska",1127,60.326308802106,-150.326275617441,"D",0
0,2020-02-03 00:07:37.578043,"Cookeville","Tennessee",35544,36.1264405029524,-85.5480155540913,"N",0
0,2020-10-16 02:29:16.167106,"Milwaukie","Oregon",21256,45.4882346865111,-122.627756973271,"D",0
0,2020-04-14 12:50:45.396691,"Mackay","Idaho",719,44.0400309898867,-113.364155472442,"N",0
0,2020-02-06 12:11:19.117415,NA,NA,NA,69.5378621696225,-144.87687092032,"D",0
0,2020-01-17 23:32:28.556033,"Lyon Mountain","New York",240,44.6439547997973,-74.0890258168423,"D",0
0,2020-01-17 08:48:04.222129,"Barry","Texas",336,32.0330546537468,-96.6249487518737,"D",0
0,2020-12-04 12:52:17.680489,"Ackerly","Texas",408,32.5876081220713,-101.690780270356,"D",0
0,2020-05-20 07:04:44.355348,"Western Grove","Arkansas",424,36.036363121909,-93.0097919973384,"D",0
0,2020-11-09 00:20:22.43491,"Eureka","Nevada",364,39.26140394485,-115.98525482999,"N",0
0,2020-04-15 10:41:30.43974,"Landusky","Montana",29,47.7900082882836,-108.524547527054,"N",0
0,2020-05-20 12:23:10.981045,"Rampart","Alaska",0,65.3749493625262,-150.816048244552,"D",0
0,2020-01-10 09:29:26.5925,"Twentynine Palms","California",28738,34.0805292765529,-115.804383210156,"D",0
0,2020-03-15 07:43:45.930541,"Eunice","New Mexico",2989,32.4596225544491,-103.10817647095,"D",0
0,2020-03-15 11:13:07.095428,"Packwood","Washington",118,46.3571530671166,-121.856692639605,"N",0
0,2020-01-31 13:50:26.160375,"Dugway","Utah",441,39.8303245364055,-113.406514320969,"D",0
0,2020-05-03 12:06:23.024274,"Overly","North Dakota",9,48.6911509630942,-100.263691759424,"N",0
0,2020-02-22 11:53:12.60267,"Valera","Texas",70,31.6627795999374,-99.486551838553,"N",0
0,2020-12-25 00:51:21.626271,"Kootenai","Idaho",1076,48.4634047722964,-116.351615594036,"N",0
0,2020-01-17 23:54:55.889274,"Decatur","Michigan",1814,42.0501365032683,-85.9222707008205,"N",0
0,2020-03-13 13:12:58.15107,"Stryker","Ohio",1202,41.5465973290789,-84.3955223020769,"N",0
0,2020-02-13 12:56:05.222953,"Garden City","Kansas",27781,38.123677119069,-100.725438119872,"D",0
0,2020-10-06 01:03:59.884115,"Damon","Texas",103,29.3172768539801,-95.803371889048,"N",0
0,2020-01-12 00:37:48.948394,"Franklin","New Hampshire",8757,43.6258720665709,-71.8063840646257,"D",0
0,2020-05-28 01:07:09.282066,"Bridger","South Dakota",72,44.4851236683924,-102.451258931218,"D",0
0,2020-05-05 00:05:01.062504,"Moab","Utah",5316,38.4395107311453,-109.693176950968,"N",0
0,2020-02-22 05:35:38.181421,"Winchester","Wisconsin",619,44.1816312790122,-88.7034796103899,"N",0
0,2020-12-16 05:50:49.541734,"Manning","North Dakota",79,47.344772925365,-103.364912827693,"D",0
0,2020-03-21 10:30:34.181779,"Birney","Montana",81,45.4859882508707,-106.50473260694,"D",0
0,2020-02-26 03:53:06.92256,"Sportsmans Park","Oregon",97,45.2548868978256,-121.394936736094,"N",0
0,2020-01-14 13:05:22.025555,"Algoma","Wisconsin",3219,44.4924742206838,-87.1849360001389,"D",0
0,2020-04-05 00:52:18.938734,"Chacra","Colorado",449,39.9480883587949,-107.381785953564,"D",0
0,2020-12-12 03:07:14.263782,"Silver Lake","Oregon",315,43.1470837934325,-120.723135362289,"N",0
0,2020-12-13 00:48:12.034704,"Lincoln Village","California",3954,38.0448175852137,-121.404993610954,"N",0
0,2020-07-17 00:11:50.951586,"Chisana","Alaska",0,62.2676040732666,-142.33964219708,"N",0
0,2020-02-01 02:14:45.77864,"Ruby","Alaska",180,64.9462980181786,-156.073329611597,"D",0
0,2020-12-20 13:30:00.817562,"Yarnell","Arizona",586,34.1577366116015,-112.730123417397,"D",0
0,2020-08-18 00:53:54.392112,"Brownsville","Kentucky",1066,37.2534386877336,-86.1555432535151,"D",0
0,2020-04-01 09:13:00.401503,NA,NA,NA,68.0603898099154,-156.924021431251,"N",0
0,2020-01-06 00:01:40.235939,"Orovada","Nevada",158,41.7235122768971,-117.938483774546,"D",0
0,2020-10-15 12:28:40.714198,"Eagle Village","Alaska",64,64.6929839576116,-141.179687807666,"N",0
0,2020-01-25 06:31:33.757098,"Oasis","Nevada",0,41.0144102869628,-114.157385924478,"N",0
0,2020-12-16 08:34:07.296846,"Owl Creek","Wyoming",0,43.7070059395228,-108.670596559922,"D",0
0,2020-05-09 12:45:18.315791,"Texola","Oklahoma",8,35.2214688614762,-99.975228673117,"N",0
0,2020-03-12 11:37:57.448891,"Gakona","Alaska",200,62.5596207375715,-145.697525620645,"D",0
0,2020-02-19 02:29:05.297858,"Snoqualmie Pass","Washington",354,47.3108716959815,-121.312438423491,"D",0
0,2020-11-27 10:15:38.799307,"Chefornak","Alaska",530,60.3096055089467,-164.104138918674,"D",0
0,2020-03-17 11:05:31.079929,"Ewen","Michigan",286,46.4551395251494,-89.3675797325993,"N",0
0,2020-02-18 13:09:36.075912,"Canby","Minnesota",1563,44.6562547283664,-96.3185266466578,"D",0
0,2020-05-02 11:53:17.382984,NA,NA,NA,69.259534041573,-153.820951840008,"D",0
0,2020-01-27 11:21:07.557921,"Monticello","Illinois",6332,40.0318989961277,-88.500879144593,"N",0
0,2020-04-29 13:17:03.332878,"Avon","Minnesota",1493,45.6696815210823,-94.4501297694679,"D",0
0,2020-05-11 08:46:24.586916,"Beatty","Nevada",637,36.930509372374,-117.255386587393,"N",0
0,2020-01-17 12:17:32.737391,"Oakland","Mississippi",399,34.1269889056673,-89.8962339212082,"D",0
0,2020-03-12 11:54:31.147439,"Ovando","Montana",47,46.9293675786487,-113.352644561878,"N",0
0,2020-01-20 23:15:35.557533,"Elk River","Idaho",133,46.959676584831,-115.756817925334,"D",0
0,2020-04-03 13:01:24.996832,"Pope-Vannoy Landing","Alaska",0,59.6366752755224,-154.438733255215,"D",0
0,2020-03-10 12:01:05.512499,"Jamestown","Ohio",2241,39.6472730978095,-83.7129725840781,"D",0
0,2020-03-27 12:20:59.759696,"Long Lake","South Dakota",17,45.8243417434237,-99.2716505846014,"D",0
0,2020-02-06 12:36:50.15116,"Tularosa","New Mexico",2584,33.4435600168535,-106.432556837323,"N",0
0,2020-12-20 23:53:15.087121,"Anvik","Alaska",85,62.6523224563673,-161.860930126606,"D",0
0,2020-03-04 13:16:22.381509,"Gila Bend","Arizona",1871,32.8711697116546,-112.461830802237,"D",0
0,2020-05-11 10:31:43.333918,"Vinings","Georgia",13538,33.8543038873838,-84.4730569285176,"D",0
0,2020-05-03 13:05:02.6765,"Owyhee","Nevada",760,42.2462738462145,-116.423383843148,"N",0
0,2020-12-14 01:38:26.723096,"Nondalton","Alaska",73,60.4869776780474,-156.318763052611,"D",0
0,2020-04-17 13:28:01.889198,"Delaware","Indiana",438,39.1960024350794,-85.2477618307717,"D",0
0,2020-04-14 11:39:20.4005,"Wells","Nevada",1184,41.1125381476701,-115.087784381406,"N",0
0,2020-11-30 12:56:51.582715,"Nuiqsut","Alaska",529,69.7629546199711,-150.189092211853,"N",0
0,2020-01-24 05:33:01.950875,"Llano","Texas",3411,30.6862026044202,-98.8372285753692,"D",0
0,2020-05-26 13:24:49.99883,"South Fork","Colorado",615,37.4574261536233,-106.655867262394,"D",0
0,2020-02-25 12:25:03.912835,"Poplar","Montana",655,48.3584801790394,-105.167478314669,"D",0
0,2020-02-24 03:23:08.926171,"Newhalen","Alaska",100,59.701507907082,-154.92005070437,"D",0
0,2020-04-16 12:59:19.270118,"Aniak","Alaska",571,60.9665054233411,-159.553956468923,"D",0
0,2020-12-12 05:52:14.710766,"Seven Mile Ford","Virginia",528,36.8982167492093,-81.6306285639517,"D",0
0,2020-11-10 12:02:44.263922,"East Tawas","Michigan",2686,44.3245301828422,-83.3730234053687,"D",0
0,2020-04-12 02:40:02.496724,"Shageluk","Alaska",36,62.9629979328866,-158.547171701557,"N",0
0,2020-11-28 09:15:49.231249,"Tampico","Illinois",607,41.6112611521458,-89.8518721034143,"D",0
0,2020-02-04 11:45:02.868366,"Circle","Alaska",48,66.1720169189634,-143.306164050724,"D",0
0,2020-12-06 08:36:14.420909,"Eagle River","Michigan",77,47.5554524217294,-88.3731495459971,"N",0
0,2020-12-11 00:15:48.119767,"Utting","Arizona",0,33.9149740963677,-113.873355822659,"N",0
0,2020-04-03 09:41:44.791137,"Imlay","Nevada",121,40.6657818955473,-118.420871291471,"D",0
0,2020-02-22 06:32:56.986882,"Ione","Oregon",372,45.6784185134131,-119.916703535217,"D",0
0,2020-08-02 00:18:22.693571,"Hollywood","South Carolina",5330,32.7677442121188,-80.1138358006205,"N",0
0,2020-02-07 03:46:52.368858,"Grand Canyon West","Arizona",0,36.1098142342308,-113.546687878067,"D",0
0,2020-08-02 01:06:28.433004,"Lake Sumner","New Mexico",66,34.5245237044842,-104.522865590215,"D",0
0,2020-12-13 12:08:27.892632,"Keokee","Virginia",294,36.885079329897,-83.0139770693881,"D",0
0,2020-05-30 12:10:41.098513,"Kingman","Arizona",33850,35.2061542038602,-114.035261764707,"D",0
0,2020-02-01 10:30:48.865682,"Valier","Montana",626,48.4679012128983,-112.17925336934,"D",0
0,2020-02-19 02:45:07.107994,"Flat","Alaska",0,62.4510244320242,-158.302089547758,"D",0
0,2020-05-30 12:25:33.238281,"Winifred","Montana",207,47.6875341540821,-109.416207007068,"D",0
0,2020-01-30 06:38:34.517802,"Valdez","Alaska",3911,60.8272404481662,-146.100454912808,"D",0
